text,title,id,url
"Eventually, the larger capacity of this ground also became insufficient for the ever-increasing crowds attending the games, particularly against high-profile opponents. On several occasions, between the 1920s and 1940s, Porto played host to matches at the Campo do Ameal (Ameal Field) or the Estádio do Lima (Lima Stadium), home of local rivals Sport Progresso and Académico, respectively. It was in the latter ground that the club achieved their most important victory at the time, as they beat English champions Arsenal 3–2 in a friendly match on 7 May 1948. In 1933, Porto approved a plan to build a new stadium to accommodate and meet the demands of larger attendances, but the project only moved forward with the purchase of 48,000 square metres (12 acres) of land in the eastern side of the city in 1947. Designed by Portuguese architects Oldemiro Carneiro and Aires de Sá, the construction of the Estádio do Futebol Clube do Porto – better known as Estádio das Antas (Antas Stadium) for the neighbourhood where it was built – began in January 1950, one month after the first stone was symbolically laid. Two years later, on 28 May 1952, the stadium was inaugurated with a ceremony, featuring the presence of the President of the Republic Francisco Craveiro Lopes, and a match against Benfica, which Porto lost 2–8. The stadium's initial layout had an open east sector (Marathon Door), which was closed in 1976 with the construction of a two-tier stand that raised the capacity to 70,000. In 1986, works to lower the pitch and build an additional tier in the place of the athletics and cycling track were concluded, setting the capacity to a new maximum of 95,000. As stadium safety regulations became stricter during the following decade, the placing of individual seats brought the capacity of the Estádio das Antas down to 55,000 by 1997. The awarding of the UEFA Euro 2004 hosting rights to Portugal in 1999 was the perfect opportunity for Porto to move into a more modern, functional and comfortable stadium, in line with the demands of high-level international football.",FC Porto,Q128446,https://en.wikipedia.org/wiki/FC_Porto
"The club decided to build an entirely new ground and chose a site located a few hundreds of meters southeast of the Estádio das Antas. The project was commissioned to Portuguese architect Manuel Salgado, and construction took two years to complete at a cost of €98 million. Baptised Estádio do Dragão (Dragon Stadium) by president Pinto da Costa, for the mythological creature placed atop the club's crest, it was officially inaugurated on 16 November 2003 with a match against Barcelona. Porto won 2–0 in front of a record 52,000 spectators, which also witnessed the professional debut of Lionel Messi. In June 2004, the venue hosted the opening ceremony and match of the UEFA Euro 2004, and four other tournament matches. The highest attendance in an official match was registered on 21 April 2004, when 50,818 people saw Porto draw Deportivo La Coruña without goals, for the first leg of the 2003–04 UEFA Champions League semi-finals. For safety reasons, its current capacity is limited to 50,431.= Museum On 28 September 2013 The FC Porto Museum was inaugurated, on occasion of the club's 120th anniversary. The museum includes an auditorium, a club store, a coffeehouse, and spaces for educational services and temporary exhibitions.",FC Porto,Q128446,https://en.wikipedia.org/wiki/FC_Porto
"The site was located near the residence of Monteiro da Costa and was the property of the city's horticultural society. Aided by his father, a horticultor by profession, Monteiro da Costa rented a portion (30 by 50 meters) of uncultivated terrain to create the first dedicated football pitch in the country. Later that year, the society's vivaria were transferred to another location, allowing Porto to increase the pitch area to match the sport's official dimensions. The ground had capacity for 600 people, including a VIP tribune, and possessed a changing room equipped with showers and sinks, a bar and a gym. The first match between Porto and a foreign team took place at the Campo da Raínha, on 15 December 1907, when the hosts played Spanish side Real Fortuna. By 1911, the Campo da Raínha was becoming too small for the rapidly growing attendances. After being notified about the sale of the ground for construction of a factory, the club searched for a new ground and rented a terrain near the Constituição street for an annual fee of 350$00. The Campo da Constituição (Constitution Field) was opened in January 1913 with a match against Oporto Cricket and Lawn Tennis Club and hosted Porto's home matches for the regional championship.",FC Porto,Q128446,https://en.wikipedia.org/wiki/FC_Porto
"FC Porto is one of the ""Big Three"" teams in the main Portuguese football league, and was European champion in 1987 and 2004, won the UEFA Cup (2003) and Europa League (2011) and the Intercontinental Toyota Cup in 1987 and 2004. Boavista have won the championship once, in the 2000–01 season and reached the semi-finals of the UEFA Cup in 2003, where they lost 2–1 to Celtic. Formerly, Salgueiros from Paranhos was a regular first division club during the 1980s and 1990s but, due to financial indebtedness, the club folded in the 2000s. The club was refounded in 2008 and began playing at the regional level. They now play at the third level of Portugal's national football pyramid. The biggest stadiums in the city are FC Porto's Estádio do Dragão and Boavista's Estádio do Bessa. The first team in Oporto to own a stadium was Académico, who played in the Estádio do Lima, Académico was one of the eight teams to dispute the first division. Salgueiros, sold the grounds of Estádio Engenheiro Vidal Pinheiro field to the Oporto Metro and planned on building a new field in the Arca d'Água area of Porto.",Porto,Q36433,https://en.wikipedia.org/wiki/Porto
"These sports arenas, swimming pools and sports fields are used for the practice of sports, including varsity and competitive professional sports, in a diversity of sport disciplines ranging from handball, basketball, futsal and field hockey to rink hockey, volleyball, water polo and rugby. Porto is home to northern Portugal's only Cricket club, the Oporto Cricket and Lawn Tennis Club. Annually, for more than 100 years, a match (the Kendall Cup) has been played between the Oporto Club and the Casuals Club of Lisbon, in addition to regular games against touring teams (mainly from England). The club's pitch is located off the Rua Campo Alegre. In 1958 and 1960, Porto's streets hosted the Formula One Portuguese Grand Prix on the Boavista street circuit, which are reenacted annually, in addition to a World Touring Car Championship race. It is one of the potential host cities for the 2030 FIFA World Cup. Every year in October the Oporto Marathon is held through the streets of the old city of Porto.= Football As in most Portuguese cities, football is the most popular sport. There are two main teams in Porto: FC Porto in the parish of Campanhã, in the eastern part of the city and Boavista in the area of Boavista in the parish of Ramalde, in the western part of the city, close to the city centre.",Porto,Q36433,https://en.wikipedia.org/wiki/Porto
"However, three important factors distinguish monarchies such as the United Kingdom from systems where greater power might otherwise rest with Parliament. These are:The royal prerogative, under which the monarch may exercise power under certain very limited circumstancesSovereign immunity, under which the monarch may do no wrong under the law because the responsible government is instead deemed accountableThe immunity of the monarch from some taxation or restrictions on property useOther privileges may be nominal or ceremonial (e.g., where the executive, judiciary, police or armed forces act on the authority of or owe allegiance to the Crown). Today slightly more than a quarter of constitutional monarchies are Western European countries, including the United Kingdom, Spain, the Netherlands, Belgium, Norway, Denmark, Luxembourg, Monaco, Liechtenstein and Sweden. However, the two most populous constitutional monarchies in the world are in Asia: Japan and Thailand. In these countries, the prime minister holds the day-to-day powers of governance, while the monarch retains residual (but not always insignificant) powers. The powers of the monarch differ between countries. In Denmark and in Belgium, for example, the monarch formally appoints a representative to preside over the creation of a coalition government following a parliamentary election, while in Norway the King chairs special meetings of the cabinet. In nearly all cases, the monarch is still the nominal chief executive, but is bound by convention to act on the advice of the Cabinet. Only a few monarchies (most notably Japan and Sweden) have amended their constitutions so that the monarch is no longer even the nominal chief executive.",Constitutional monarchy,Q41614,https://en.wikipedia.org/wiki/Constitutional_monarchy
"With few exceptions, the monarch is bound by constitutional convention to act on the advice of the government.== Continental Europe =Poland developed the first constitution for a monarchy in continental Europe, with the Constitution of 3 May 1791; it was the second single-document constitution in the world just after the first republican Constitution of the United States. Constitutional monarchy also occurred briefly in the early years of the French Revolution, but much more widely afterwards. Napoleon Bonaparte is considered the first monarch proclaiming himself as an embodiment of the nation, rather than as a divinely appointed ruler; this interpretation of monarchy is germane to continental constitutional monarchies. German philosopher Georg Wilhelm Friedrich Hegel, in his work Elements of the Philosophy of Right (1820), gave the concept a philosophical justification that concurred with evolving contemporary political theory and the Protestant Christian view of natural law. Hegel's forecast of a constitutional monarch with very limited powers whose function is to embody the national character and provide constitutional continuity in times of emergency was reflected in the development of constitutional monarchies in Europe and Japan.== Executive monarchy versus ceremonial monarchy =There exist at least two different types of constitutional monarchies in the modern world – executive and ceremonial. In executive monarchies, the monarch wields significant (though not absolute) power. The monarchy under this system of government is a powerful political (and social) institution. By contrast, in ceremonial monarchies, the monarch holds little or no actual power or direct political influence, though they frequently have a great deal of social and cultural influence.",Constitutional monarchy,Q41614,https://en.wikipedia.org/wiki/Constitutional_monarchy
"They fall roughly into the following categories:= Commonwealth realms King Charles III is, separately, monarch of fifteen Commonwealth realms (Antigua and Barbuda, the Commonwealth of Australia, the Commonwealth of the Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, the Independent State of Papua New Guinea, the Federation of Saint Christopher and Nevis, Saint Lucia, Saint Vincent and the Grenadines, the Solomon Islands, Tuvalu and the United Kingdom of Great Britain and Northern Ireland). They evolved out of the British Empire into fully independent states within the Commonwealth of Nations that retain the King as head of state. All fifteen realms are constitutional monarchies and full democracies where the King has limited powers or a largely ceremonial role. The King is head of the Church of England (the established church of England), while the other 14 realms do not have a state religion.= Other European constitutional monarchies The Principality of Andorra, the Kingdom of Belgium, the Kingdom of Denmark, the Grand Duchy of Luxembourg, the Kingdom of the Netherlands, the Kingdom of Norway, the Kingdom of Spain, and the Kingdom of Sweden are fully democratic states in which the monarch has a limited or largely ceremonial role. Some countries have established a Christian religion as the official church. This is the Lutheran form of Protestantism in Norway, Sweden, and Denmark, while Andorra is a Roman Catholic country. Spain, Belgium, and the Netherlands have no official state religion. Luxembourg, which is predominantly Roman Catholic, has five so-called officially recognized cults of national importance (Roman Catholicism, Protestantism, Greek Orthodoxy, Judaism, and Islam), a status which gives those religions some privileges like the payment of a state salary to their priests.",Monarchy,Q7269,https://en.wikipedia.org/wiki/Monarchy
"Constitutional monarchy, also known as limited monarchy, parliamentary monarchy or democratic monarchy, is a form of monarchy in which the monarch exercises their authority in accordance with a constitution and is not alone in making decisions. Constitutional monarchies differ from absolute monarchies (in which a monarch is the only decision-maker) in that they are bound to exercise powers and authorities within limits prescribed by an established legal framework. Constitutional monarchies range from countries such as Liechtenstein, Monaco, Morocco, Jordan, Kuwait, Bahrain and Bhutan, where the constitution grants substantial discretionary powers to the sovereign, to countries such as the United Kingdom and other Commonwealth realms, the Netherlands, Spain, Belgium, Norway, Sweden, Lesotho, Malaysia, Thailand, Cambodia, and Japan, where the monarch retains significantly less, if any, personal discretion in the exercise of their authority. On the surface level, this distinction may be hard to establish, with numerous liberal democracies restraining monarchic power in practice rather than written law, e.g., the constitution of the United Kingdom, which affords the monarch substantial, if limited, legislative and executive powers. Constitutional monarchy may refer to a system in which the monarch acts as a non-party political head of state under the constitution, whether codified or uncodified. While most monarchs may hold formal authority and the government may legally operate in the monarch's name, in the form typical in Europe the monarch no longer personally sets public policy or chooses political leaders. Political scientist Vernon Bogdanor, paraphrasing Thomas Macaulay, has defined a constitutional monarch as ""A sovereign who reigns but does not rule"". In addition to acting as a visible symbol of national unity, a constitutional monarch may hold formal powers such as dissolving parliament or giving royal assent to legislation.",Constitutional monarchy,Q41614,https://en.wikipedia.org/wiki/Constitutional_monarchy
"Ceremonial and executive monarchy should not be confused with democratic and non-democratic monarchical systems. For example, in Liechtenstein and Monaco, the ruling monarchs wield significant executive power. However, while they are theoretically very powerful within their small states, they are not absolute monarchs and have very limited de facto power compared to the Islamic monarchs, which is why their countries are generally considered to be liberal democracies. For instance, when Hereditary Prince Alois of Liechtenstein threatened to veto a referendum to legalize abortion in 2011, it came as a surprise because the prince had not vetoed any law for over 30 years (in the end, this referendum failed to make it to a vote).= Modern constitutional monarchy As originally conceived, a constitutional monarch was head of the executive branch and quite a powerful figure even though their power was limited by the constitution and the elected parliament. Some of the framers of the U. S. Constitution may have envisioned the president as an elected constitutional monarch, as the term was then understood, following Montesquieu's account of the separation of powers. The present-day concept of a constitutional monarchy developed in the United Kingdom, where the democratically elected parliaments, and their leader, the prime minister, exercise power, with the monarchs having ceded power and remaining as a titular position. In many cases the monarchs, while still at the very top of the political and social hierarchy, were given the status of ""servants of the people"" to reflect the new, egalitarian position. In the course of France's July Monarchy, Louis-Philippe I was styled ""King of the French"" rather than ""King of France"".",Constitutional monarchy,Q41614,https://en.wikipedia.org/wiki/Constitutional_monarchy
"As a result, explored caves are found widely in Europe, Asia, North America and Oceania, but are sparse in South America, Africa, and Antarctica. This is a rough generalization, as large expanses of North America and Asia contain no documented caves, whereas areas such as the Madagascar dry deciduous forests and parts of Brazil contain many documented caves. As the world's expanses of soluble bedrock are researched by cavers, the distribution of documented caves is likely to shift. For example, China, despite containing around half the world's exposed limestone—more than 1,000,000 square kilometres (390,000 sq mi)—has relatively few documented caves. Records and superlatives The cave system with the greatest total length of surveyed passage is Mammoth Cave in Kentucky, US, at 675.9 km (420.0 mi). The longest surveyed underwater cave, and second longest overall, is Sistema Ox Bel Ha in Yucatán, Mexico at 436 km (271 mi). The deepest known cave—measured from its highest entrance to its lowest point—is Veryovkina Cave in Abkhazia, Georgia, with a depth of 2,204 m (7,231 ft). This was the first cave to be explored to a depth of more than 2,000 m (6,600 ft). (The first cave to be descended below 1,000 m (3,300 ft) was Gouffre Berger in France.)The Sarma and Illyuzia-Mezhonnogo-Snezhnaya caves in Georgia, (1,830 m or 6,000 ft, and 1,753 m or 5,751 ft respectively) are the current second- and third-deepest caves.",Cave,Q35509,https://en.wikipedia.org/wiki/Cave
"These include flowstones, stalactites, stalagmites, helictites, soda straws, calcite rafts, and columns. These secondary mineral deposits in caves are called ""speleothems"".= Carbonic acid dissolution Limestone dissolves under the action of rainwater and groundwater charged with H2CO3 (carbonic acid) and naturally occurring organic acids. The dissolution process produces a distinctive landform known as ""karst"", characterized by sinkholes and underground drainage. Solutional caves in this landform—topography are often called karst caves.= Sulfuric acid dissolution Lechuguilla Cave in New Mexico and nearby Carlsbad Caverns are now believed to be examples of another type of solutional cave. They were formed by H2S (hydrogen sulfide) gas rising from below, where reservoirs of petroleum give off sulfurous fumes. This gas mixes with ground water and forms H2SO4 (sulfuric acid). The acid then dissolves the limestone from below, rather than from above, by acidic water percolating to the surface. Examples Australia Jenolan Caves, New South Wales= Malaysia List of caves in Malaysia= Taiwan Black Dwarf Cave, Pingtung County= United States Jewel Cave National Monument, South DakotaMammoth Cave National Park, KentuckyRussell Cave National Monument, AlabamaWind Cave National Park, South DakotaOregon Caves National Monument and Preserve, OregonCumberland Caverns, Tennessee= Vietnam Hang Sơn Đoòng, Quảng Bình Province= Germany König-Otto-Tropfsteinhöhle References Sources Gunn, John (2004).",Solutional cave,Q7558985,https://en.wikipedia.org/wiki/Solutional_cave
"The deepest outside Georgia is Lamprechtsofen Vogelschacht Weg Schacht in Austria, which is 1,623 m (5,325 ft) deep. The deepest vertical shaft in a cave is 603 m (1,978 ft) in Vrtoglavica Cave in Slovenia. The second deepest is Ghar-e-Ghala at 562 m (1,844 ft) in the Parau massif near Kermanshah in Iran. The deepest underwater cave bottomed by a remotely operated underwater vehicle at 450 metres (1,480 ft), is the Hranice Abyss in the Czech Republic. The Miao Room is the world's largest known room by volume, with a measured volume of 10,780,000 m3 (381,000,000 cu ft). The largest known room by surface is Sarawak Chamber, in the Gunung Mulu National Park (Miri, Sarawak, Borneo, Malaysia), a sloping, boulder strewn chamber with an area of 154,500 m2 (1,663,000 sq ft). The largest room in a show cave is the Salle de la Verna in the French Pyrenees. The largest passage ever discovered is in the Son Doong Cave in Phong Nha-Kẻ Bàng National Park in Quảng Bình Province, Vietnam.",Cave,Q35509,https://en.wikipedia.org/wiki/Cave
"Caves do form in the dolomite of the Ghaap Plateau, including the Early, Middle and Later Stone Age site of Wonderwerk Cave; however, the caves that form along the escarpment's edge, like that hypothesised for the Taung Child, are formed within a secondary limestone deposit called tufa. There is numerous evidence for other early human species inhabiting caves from at least one million years ago in different parts of the world, including Homo erectus in China at Zhoukoudian, Homo rhodesiensis in South Africa at the Cave of Hearths (Makapansgat), Homo neanderthalensis and Homo heidelbergensis in Europe at Archaeological Site of Atapuerca, Homo floresiensis in Indonesia, and the Denisovans in southern Siberia. In southern Africa, early modern humans regularly used sea caves as shelter starting about 180,000 years ago when they learned to exploit the sea for the first time. The oldest known site is PP13B at Pinnacle Point. This may have allowed rapid expansion of humans out of Africa and colonization of areas of the world such as Australia by 60–50,000 years ago. Throughout southern Africa, Australia, and Europe, early modern humans used caves and rock shelters as sites for rock art, such as those at Giant's Castle. Caves such as the yaodong in China were used for shelter; other caves were used for burials (such as rock-cut tombs), or as religious sites (such as Buddhist caves). Among the known sacred caves are China's Cave of a Thousand Buddhas and the sacred caves of Crete.",Cave,Q35509,https://en.wikipedia.org/wiki/Cave
"These may involve a combination of chemical processes, erosion by water, tectonic forces, microorganisms, pressure, and atmospheric influences. Isotopic dating techniques can be applied to cave sediments, to determine the timescale of the geological events which formed and shaped present-day caves. It is estimated that a cave cannot be more than 3,000 metres (9,800 ft) vertically beneath the surface due to the pressure of overlying rocks. This does not, however, impose a maximum depth for a cave which is measured from its highest entrance to its lowest point, as the amount of rock above the lowest point is dependent on the topography of the landscape above it. For karst caves the maximum depth is determined on the basis of the lower limit of karst forming processes, coinciding with the base of the soluble carbonate rocks. Most caves are formed in limestone by dissolution. Caves can be classified in various other ways as well, including a contrast between active and relict: active caves have water flowing through them; relict caves do not, though water may be retained in them. Types of active caves include inflow caves (""into which a stream sinks""), outflow caves (""from which a stream emerges""), and through caves (""traversed by a stream"").= Solutional Solutional caves or karst caves are the most frequently occurring caves.",Cave,Q35509,https://en.wikipedia.org/wiki/Cave
"Background and early life Merkel was born Angela Dorothea Kasner in 1954, in Hamburg, West Germany, the daughter of Horst Kasner (1926–2011; né Kaźmierczak), a Lutheran pastor and a native of Berlin, and his wife Herlind (1928–2019; née Jentzsch), born in Danzig (now Gdańsk, Poland), a teacher of English and Latin. She has two younger siblings, Marcus Kasner, a physicist, and Irene Kasner, an occupational therapist. In her childhood and youth, Merkel was known among her peers by the nickname ""Kasi"", derived from her last name Kasner. Merkel is of German and Polish descent. Her paternal grandfather, Ludwik Kasner, was a German policeman of Polish ethnicity. After being captured in France during World War I, he joined the Blue Army and likely fought against Germany. He married Merkel's grandmother Margarethe, a German from Berlin, and relocated to her hometown where he again worked in the police. In 1930, they Germanised the Polish name Kaźmierczak to Kasner.",Angela Merkel,Q567,https://en.wikipedia.org/wiki/Angela_Merkel
"Merkel's maternal grandparents were the Danzig politician Willi Jentzsch and Gertrud Alma (née Drange), a daughter of the city clerk of Elbing (now Elbląg, Poland) Emil Drange. Since the mid-1990s, Merkel has publicly mentioned her Polish heritage on several occasions and described herself as a quarter Polish, but her Polish roots became better known as a result of a 2013 biography. Religion played a key role in the Kasner family's migration from West Germany to East Germany. Merkel's paternal grandfather was originally Catholic but the entire family converted to Lutheranism during the childhood of her father, who later studied Lutheran theology in Heidelberg and Hamburg. In 1954, when Angela was just three months old, her father received a pastorate at the church in Quitzow (a district of Perleberg in Brandenburg), which was then in East Germany. The family moved to Templin and Merkel grew up in the countryside 90 km (56 mi) north of East Berlin. In 1968, Merkel joined the Free German Youth (FDJ), the official communist youth movement sponsored by the ruling Marxist–Leninist Socialist Unity Party of Germany. Membership was nominally voluntary, but those who did not join found it difficult to gain admission to higher education.",Angela Merkel,Q567,https://en.wikipedia.org/wiki/Angela_Merkel
"Political commentators have debated the precise extent to which their agendas are similar. Later in her tenure, Merkel acquired the nickname ""Mutti"" (a German familiar form of ""mother""). She has also been called the ""Iron Chancellor"", in reference to Otto von Bismarck. Al Jazeera has criticised the ""Iron Lady"" nickname for Merkel as ""wrong-headed"", noting her pro-European stance, her efforts to combat ""profit-seeking speculators"" during the euro crisis, and her lacking Thatcher's ""my-way-or-the-highway"" attitude towards politics. Personal life In 1977, at the age of 23, Merkel, then Angela Kasner, married physics student Ulrich Merkel (born 1953) and took his surname. The couple divorced in 1982. Her second and current husband is quantum chemist and professor Joachim Sauer, who has largely avoided media attention during and after Merkel's political career. They first met in 1981 and married in 1998.",Angela Merkel,Q567,https://en.wikipedia.org/wiki/Angela_Merkel
"Angela Dorothea Merkel (German: [aŋˈɡeːla doʁoˈteːa ˈmɛʁkl̩] ; née Kasner; born 17 July 1954) is a retired German politician and chemist who served as chancellor of Germany from 2005 to 2021. A member of the Christian Democratic Union (CDU), she previously served as Leader of the Opposition from 2002 to 2005 and as Leader of the Christian Democratic Union from 2000 to 2018. Merkel was the first female chancellor of Germany. During her chancellorship, Merkel was frequently referred to as the de facto leader of the European Union (EU) and the most powerful woman in the world. Beginning in 2016, she was often described as the leader of the free world. Merkel was born in Hamburg in West Germany. Her family moved to East Germany when she was an infant. Merkel obtained a doctorate in quantum chemistry in 1986 and worked as a research scientist until 1989.",Angela Merkel,Q567,https://en.wikipedia.org/wiki/Angela_Merkel
"""Since 2017, Merkel has occasionally been seen shaking visibly on several public occasions, recovering shortly afterwards. After one such occasion, she attributed the shaking to dehydration, saying that she felt better after a drink of water. In September 2021, after evading the question for most of her career, Merkel said that she considered herself a feminist. The statement came in a conference along with Nigerian writer and feminist Chimamanda Ngozi Adichie. Since her retirement, Merkel has commented on the Russian invasion of Ukraine but has otherwise limited her involvement in political matters. She has instead focussed on travelling, attending only ""feel-good events"" (Wohlfühltermine) in a private capacity. Merkel reportedly ""detested"" U. S. President Donald Trump, according to Politico, citing a forthcoming book by Jonathan Karl.= Religion Angela Merkel is a Lutheran member of the Evangelical Church in Berlin, Brandenburg and Silesian Upper Lusatia (German: Evangelische Kirche Berlin-Brandenburg-schlesische Oberlausitz – EKBO), a United Protestant (i.e. both Reformed and Lutheran) church body under the umbrella of the Protestant Church in Germany. The EKBO is a member of the Union of Protestant Churches in the EKD.",Angela Merkel,Q567,https://en.wikipedia.org/wiki/Angela_Merkel
"The total annual budget of Berlin in 2015 exceeded €24.5 ($30.0) billion including a budget surplus of €205 ($240) million. The German Federal city state of Berlin owns extensive assets, including administrative and government buildings, real estate companies, as well as stakes in the Olympic Stadium, swimming pools, housing companies, and numerous public enterprises and subsidiary companies. The federal state of Berlin runs a real estate portal to advertise commercial spaces or land suitable for redevelopment. The Social Democratic Party (SPD) and The Left (Die Linke) took control of the city government after the 2001 state election and won another term in the 2006 state election. From the 2016 state election until the 2023 state election, there was a coalition between the Social Democratic Party, the Greens and the Left Party. Since April 2023, the government has been formed by a coalition between the Christian Democrats and the Social Democrats. The Governing Mayor is simultaneously Lord Mayor of the City of Berlin (Oberbürgermeister der Stadt) and Minister President of the State of Berlin (Ministerpräsident des Bundeslandes). The office of the Governing Mayor is in the Rotes Rathaus (Red City Hall).",Berlin,Q64,https://en.wikipedia.org/wiki/Berlin
"Since 2023, this office has been held by Kai Wegner of the Christian Democrats. He is the first conservative mayor in Berlin in more than two decades.= Boroughs Berlin is subdivided into 12 boroughs or districts (Bezirke). Each borough has several subdistricts or neighborhoods (Ortsteile), which have roots in much older municipalities that predate the formation of Greater Berlin on 1 October 1920. These subdistricts became urbanized and incorporated into the city later on. Many residents strongly identify with their neighborhoods, colloquially called Kiez. At present, Berlin consists of 96 subdistricts, which are commonly made up of several smaller residential areas or quarters. Each borough is governed by a borough council (Bezirksamt) consisting of five councilors (Bezirksstadträte) including the borough's mayor (Bezirksbürgermeister). The council is elected by the borough assembly (Bezirksverordnetenversammlung).",Berlin,Q64,https://en.wikipedia.org/wiki/Berlin
"Nowadays only the mayors of the three city-states (Berlin, Hamburg and Bremen) are still elected by the respective city-state parliaments. In all the other states the mayors are now elected directly by the EU citizens living in that area. The post of mayor may be said to be a professional one, the mayor being the head of the local government, and requiring, in order to be eligible, training in administration. In big cities (details are regulated by state statutes) the official title is Oberbürgermeister (mayor). In these cities, a ""simple"" mayor is just a deputy responsible for a distinct task (e.g., welfare or construction works). Big cities are usually kreisfrei ('district-free'). That means that the city council also has the powers and duties of a rural district council. The leader of a rural district council is called Landrat ('land counsellor').",Mayor,Q30185,https://en.wikipedia.org/wiki/Mayor
"However, the individual boroughs are not independent municipalities, but subordinate to the Senate of Berlin. The borough's mayors make up the council of mayors (Rat der Bürgermeister), which is led by the city's Governing Mayor and advises the Senate. The neighborhoods have no local government bodies.= City partnerships Berlin to this day maintains official partnerships with 17 cities. Town twinning between West Berlin and other cities began with its sister city Los Angeles, California, in 1967. East Berlin's partnerships were canceled at the time of German reunification.= Capital city Berlin is the capital of the Federal Republic of Germany. The President of Germany, whose functions are mainly ceremonial under the German constitution, has their official residence in Bellevue Palace. Berlin is the seat of the German Chancellor (Prime Minister), housed in the Chancellery building, the Bundeskanzleramt. Facing the Chancellery is the Bundestag, the German Parliament, housed in the renovated Reichstag building since the government's relocation to Berlin in 1998.",Berlin,Q64,https://en.wikipedia.org/wiki/Berlin
"During Nazi Germany, the mayor was selected by the NSDAP and the city council was dissolved; it was reconstituted in token form after 1945, but free elections did not take place until after reunification. Today, the city council is the city's central administrative authority. Local elections took place on 26 October 2003 and again in 2008. Between 1990 and 1999, the Chairman of the City Council was known as the ""Town President"" but today the post is the ""Chairman of the City Council"". The mayor is elected directly by the population. The current mayor is Mike Schubert of the Social Democratic Party (SPD) since 2018. The most recent mayoral election was held on 23 September 2018, with a runoff held on 14 October, and the results were as follows:The city council governs the city alongside the mayor. The most recent city council election was held on 26 May 2019, and the results were as follows:= Brandenburg state government The Landtag Brandenburg, the parliament of the state of Brandenburg is in Potsdam.",Potsdam,Q1711,https://en.wikipedia.org/wiki/Potsdam
